"subject" "activity" "NA"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 1 "walking"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 3 "walkingdownstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
19 2 "walkingupstairs"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 5 "standing"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 4 "sitting"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 6 "laying"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 1 "walking"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 3 "walkingdownstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
21 2 "walkingupstairs"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 5 "standing"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 4 "sitting"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 6 "laying"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 1 "walking"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 3 "walkingdownstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
22 2 "walkingupstairs"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 5 "standing"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 4 "sitting"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 6 "laying"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 1 "walking"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 3 "walkingdownstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
23 2 "walkingupstairs"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 5 "standing"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 4 "sitting"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 6 "laying"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 1 "walking"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
25 3 "walkingdownstairs"
